genia tagger: 5759['folfox6', [224, 231]]
['days', [4978, 4982]]
['days', [5170, 5174]]
['days', [5305, 5309]]
['days', [5411, 5415]]
['days', [5504, 5508]]
['days', [7708, 7712]]
['days', [7865, 7869]]
['days', [8044, 8048]]
['days', [8130, 8134]]
['days', [10173, 10177]]
['days', [10844, 10848]]
['days', [11438, 11442]]
['days', [14002, 14006]]
['days', [14159, 14163]]
['days', [14338, 14342]]
['days', [14424, 14428]]
['days', [16468, 16472]]
['days', [17139, 17143]]
['days', [17734, 17738]]
['days', [20164, 20168]]
['days', [25655, 25659]]
['days', [25668, 25672]]
['days', [25990, 25994]]
['days', [26003, 26007]]
['days', [30173, 30177]]
['days', [30186, 30190]]
['days', [30508, 30512]]
['days', [30521, 30525]]
['days', [37757, 37761]]
['days', [37770, 37774]]
['days', [38092, 38096]]
['days', [38105, 38109]]
['days', [39201, 39205]]
['days', [39214, 39218]]
['days', [39536, 39540]]
['days', [39549, 39553]]
['days', [40735, 40739]]
['days', [45132, 45136]]
['days', [49421, 49425]]
['days', [49496, 49500]]
['days', [49556, 49560]]
['days', [52681, 52685]]
['days', [52756, 52760]]
['days', [52816, 52820]]
['1', [309, 310]]
['1', [373, 374]]
['1', [379, 380]]
['1', [466, 467]]
['1', [472, 473]]
['1', [1074, 1075]]
['1', [1230, 1231]]
['1', [1421, 1422]]
['1', [1520, 1521]]
['1', [1588, 1589]]
['1', [2024, 2025]]
['1', [2038, 2039]]
['1', [2118, 2119]]
['1', [2762, 2763]]
['1', [2763, 2764]]
['1', [3080, 3081]]
['1', [3085, 3086]]
['1', [3532, 3533]]
['1', [3574, 3575]]
['1', [3602, 3603]]
['1', [3606, 3607]]
['1', [3801, 3802]]
['1', [3996, 3997]]
['1', [4236, 4237]]
['1', [4542, 4543]]
['1', [4652, 4653]]
['1', [4714, 4715]]
['1', [5352, 5353]]
['1', [5416, 5417]]
['1', [5422, 5423]]
['1', [5509, 5510]]
['1', [5515, 5516]]
['1', [6119, 6120]]
['1', [6275, 6276]]
['1', [6533, 6534]]
['1', [6554, 6555]]
['1', [6584, 6585]]
['1', [6821, 6822]]
['1', [7695, 7696]]
['1', [7713, 7714]]
['1', [7719, 7720]]
['1', [7870, 7871]]
['1', [7876, 7877]]
['1', [8049, 8050]]
['1', [8055, 8056]]
['1', [8096, 8097]]
['1', [8676, 8677]]
['1', [9066, 9067]]
['1', [9118, 9119]]
['1', [9271, 9272]]
['1', [9708, 9709]]
['1', [11232, 11233]]
['1', [11443, 11444]]
['1', [11449, 11450]]
['1', [11496, 11497]]
['1', [11548, 11549]]
['1', [11551, 11552]]
['1', [11969, 11970]]
['1', [12023, 12024]]
['1', [12261, 12262]]
['1', [12328, 12329]]
['1', [12395, 12396]]
['1', [12438, 12439]]
['1', [12475, 12476]]
['1', [12621, 12622]]
['1', [12736, 12737]]
['1', [12752, 12753]]
['1', [13492, 13493]]
['1', [13502, 13503]]
['1', [13989, 13990]]
['1', [14007, 14008]]
['1', [14013, 14014]]
['1', [14164, 14165]]
['1', [14170, 14171]]
['1', [14343, 14344]]
['1', [14349, 14350]]
['1', [14390, 14391]]
['1', [14970, 14971]]
['1', [15360, 15361]]
['1', [15412, 15413]]
['1', [15565, 15566]]
['1', [16003, 16004]]
['1', [17527, 17528]]
['1', [17739, 17740]]
['1', [17745, 17746]]
['1', [17792, 17793]]
['1', [17844, 17845]]
['1', [17847, 17848]]
['1', [18265, 18266]]
['1', [18319, 18320]]
['1', [18557, 18558]]
['1', [18624, 18625]]
['1', [18691, 18692]]
['1', [18734, 18735]]
['1', [18771, 18772]]
['1', [18917, 18918]]
['1', [19032, 19033]]
['1', [19048, 19049]]
['1', [19788, 19789]]
['1', [19798, 19799]]
['1', [20169, 20170]]
['1', [20175, 20176]]
['1', [20222, 20223]]
['1', [20274, 20275]]
['1', [20277, 20278]]
['1', [20696, 20697]]
['1', [20750, 20751]]
['1', [20988, 20989]]
['1', [21055, 21056]]
['1', [21122, 21123]]
['1', [21165, 21166]]
['1', [21202, 21203]]
['1', [21348, 21349]]
['1', [21463, 21464]]
['1', [21479, 21480]]
['1', [22219, 22220]]
['1', [22229, 22230]]
['1', [22527, 22528]]
['1', [22574, 22575]]
['1', [22964, 22965]]
['1', [22966, 22967]]
['1', [23028, 23029]]
['1', [23110, 23111]]
['1', [23255, 23256]]
['1', [23616, 23617]]
['1', [23852, 23853]]
['1', [24390, 24391]]
['1', [24435, 24436]]
['1', [24756, 24757]]
['1', [24806, 24807]]
['1', [25250, 25251]]
['1', [25599, 25600]]
['1', [25660, 25661]]
['1', [25673, 25674]]
['1', [25676, 25677]]
['1', [25757, 25758]]
['1', [25763, 25764]]
['1', [25778, 25779]]
['1', [25787, 25788]]
['1', [25788, 25789]]
['1', [25797, 25798]]
['1', [25824, 25825]]
['1', [25857, 25858]]
['1', [25995, 25996]]
['1', [26008, 26009]]
['1', [26011, 26012]]
['1', [26074, 26075]]
['1', [26159, 26160]]
['1', [26186, 26187]]
['1', [26210, 26211]]
['1', [26211, 26212]]
['1', [26220, 26221]]
['1', [26262, 26263]]
['1', [26370, 26371]]
['1', [26396, 26397]]
['1', [26429, 26430]]
['1', [26470, 26471]]
['1', [26479, 26480]]
['1', [26561, 26562]]
['1', [26778, 26779]]
['1', [27045, 27046]]
['1', [27092, 27093]]
['1', [27482, 27483]]
['1', [27484, 27485]]
['1', [27546, 27547]]
['1', [27628, 27629]]
['1', [27773, 27774]]
['1', [28134, 28135]]
['1', [28370, 28371]]
['1', [28908, 28909]]
['1', [28953, 28954]]
['1', [29274, 29275]]
['1', [29324, 29325]]
['1', [29768, 29769]]
['1', [30117, 30118]]
['1', [30178, 30179]]
['1', [30191, 30192]]
['1', [30194, 30195]]
['1', [30275, 30276]]
['1', [30281, 30282]]
['1', [30296, 30297]]
['1', [30305, 30306]]
['1', [30306, 30307]]
['1', [30315, 30316]]
['1', [30342, 30343]]
['1', [30375, 30376]]
['1', [30513, 30514]]
['1', [30526, 30527]]
['1', [30529, 30530]]
['1', [30592, 30593]]
['1', [30677, 30678]]
['1', [30704, 30705]]
['1', [30728, 30729]]
['1', [30729, 30730]]
['1', [30738, 30739]]
['1', [30780, 30781]]
['1', [30888, 30889]]
['1', [30914, 30915]]
['1', [30947, 30948]]
['1', [30988, 30989]]
['1', [30997, 30998]]
['1', [31079, 31080]]
['1', [31296, 31297]]
['1', [31555, 31556]]
['1', [31602, 31603]]
['1', [31950, 31951]]
['1', [31997, 31998]]
['1', [32388, 32389]]
['1', [32390, 32391]]
['1', [32452, 32453]]
['1', [32534, 32535]]
['1', [32679, 32680]]
['1', [33040, 33041]]
['1', [33276, 33277]]
['1', [33814, 33815]]
['1', [33859, 33860]]
['1', [33980, 33981]]
['1', [33982, 33983]]
['1', [34044, 34045]]
['1', [34126, 34127]]
['1', [34271, 34272]]
['1', [34632, 34633]]
['1', [34868, 34869]]
['1', [35406, 35407]]
['1', [35451, 35452]]
['1', [35773, 35774]]
['1', [35823, 35824]]
['1', [36537, 36538]]
['1', [36587, 36588]]
['1', [37032, 37033]]
['1', [37351, 37352]]
['1', [37701, 37702]]
['1', [37762, 37763]]
['1', [37775, 37776]]
['1', [37778, 37779]]
['1', [37859, 37860]]
['1', [37865, 37866]]
['1', [37880, 37881]]
['1', [37889, 37890]]
['1', [37890, 37891]]
['1', [37899, 37900]]
['1', [37926, 37927]]
['1', [37959, 37960]]
['1', [38097, 38098]]
['1', [38110, 38111]]
['1', [38113, 38114]]
['1', [38176, 38177]]
['1', [38261, 38262]]
['1', [38288, 38289]]
['1', [38312, 38313]]
['1', [38313, 38314]]
['1', [38322, 38323]]
['1', [38364, 38365]]
['1', [38472, 38473]]
['1', [38498, 38499]]
['1', [38531, 38532]]
['1', [38572, 38573]]
['1', [38581, 38582]]
['1', [38663, 38664]]
['1', [38880, 38881]]
['1', [39145, 39146]]
['1', [39206, 39207]]
['1', [39219, 39220]]
['1', [39222, 39223]]
['1', [39303, 39304]]
['1', [39309, 39310]]
['1', [39324, 39325]]
['1', [39333, 39334]]
['1', [39334, 39335]]
['1', [39343, 39344]]
['1', [39370, 39371]]
['1', [39403, 39404]]
['1', [39541, 39542]]
['1', [39554, 39555]]
['1', [39557, 39558]]
['1', [39620, 39621]]
['1', [39705, 39706]]
['1', [39732, 39733]]
['1', [39756, 39757]]
['1', [39757, 39758]]
['1', [39766, 39767]]
['1', [39808, 39809]]
['1', [39916, 39917]]
['1', [39942, 39943]]
['1', [39975, 39976]]
['1', [40016, 40017]]
['1', [40025, 40026]]
['1', [40107, 40108]]
['1', [40324, 40325]]
['1', [40794, 40795]]
['1', [40868, 40869]]
['1', [40964, 40965]]
['1', [41289, 41290]]
['1', [41968, 41969]]
['1', [42028, 42029]]
['1', [42109, 42110]]
['1', [42130, 42131]]
['1', [42338, 42339]]
['1', [42371, 42372]]
['1', [45191, 45192]]
['1', [45265, 45266]]
['1', [45361, 45362]]
['1', [45686, 45687]]
['1', [46365, 46366]]
['1', [46425, 46426]]
['1', [46506, 46507]]
['1', [46527, 46528]]
['1', [46735, 46736]]
['1', [46768, 46769]]
['1', [49337, 49338]]
['1', [49426, 49427]]
['1', [49432, 49433]]
['1', [49501, 49502]]
['1', [49507, 49508]]
['1', [49561, 49562]]
['1', [49569, 49570]]
['1', [49572, 49573]]
['1', [49581, 49582]]
['1', [49583, 49584]]
['1', [49593, 49594]]
['1', [49606, 49607]]
['1', [49616, 49617]]
['1', [49629, 49630]]
['1', [49652, 49653]]
['1', [49672, 49673]]
['1', [49782, 49783]]
['1', [49805, 49806]]
['1', [49878, 49879]]
['1', [49901, 49902]]
['1', [49944, 49945]]
['1', [49970, 49971]]
['1', [49971, 49972]]
['1', [49973, 49974]]
['1', [49994, 49995]]
['1', [49995, 49996]]
['1', [49997, 49998]]
['1', [50044, 50045]]
['1', [50045, 50046]]
['1', [50047, 50048]]
['1', [50163, 50164]]
['1', [50323, 50324]]
['1', [50337, 50338]]
['1', [50339, 50340]]
['1', [50349, 50350]]
['1', [50387, 50388]]
['1', [50412, 50413]]
['1', [50438, 50439]]
['1', [50446, 50447]]
['1', [50471, 50472]]
['1', [50495, 50496]]
['1', [50499, 50500]]
['1', [50535, 50536]]
['1', [50539, 50540]]
['1', [50753, 50754]]
['1', [50810, 50811]]
['1', [50872, 50873]]
['1', [50926, 50927]]
['1', [50961, 50962]]
['1', [50980, 50981]]
['1', [51054, 51055]]
['1', [51073, 51074]]
['1', [51103, 51104]]
['1', [51177, 51178]]
['1', [51195, 51196]]
['1', [51245, 51246]]
['1', [51305, 51306]]
['1', [51385, 51386]]
['1', [51428, 51429]]
['1', [51458, 51459]]
['1', [51756, 51757]]
['1', [51762, 51763]]
['1', [51769, 51770]]
['1', [51775, 51776]]
['1', [51782, 51783]]
['1', [51788, 51789]]
['1', [51795, 51796]]
['1', [51801, 51802]]
['1', [51818, 51819]]
['1', [51819, 51820]]
['1', [51827, 51828]]
['1', [51833, 51834]]
['1', [51850, 51851]]
['1', [51852, 51853]]
['1', [51868, 51869]]
['1', [51871, 51872]]
['1', [51875, 51876]]
['1', [51877, 51878]]
['1', [51884, 51885]]
['1', [51888, 51889]]
['1', [51930, 51931]]
['1', [51942, 51943]]
['1', [51962, 51963]]
['1', [52030, 52031]]
['1', [52036, 52037]]
['1', [52043, 52044]]
['1', [52049, 52050]]
['1', [52056, 52057]]
['1', [52062, 52063]]
['1', [52069, 52070]]
['1', [52075, 52076]]
['1', [52111, 52112]]
['1', [52132, 52133]]
['1', [52160, 52161]]
['1', [52161, 52162]]
['1', [52163, 52164]]
['1', [52164, 52165]]
['1', [52169, 52170]]
['1', [52170, 52171]]
['1', [52172, 52173]]
['1', [52173, 52174]]
['1', [52199, 52200]]
['1', [52201, 52202]]
['1', [52205, 52206]]
['1', [52222, 52223]]
['1', [52234, 52235]]
['1', [52400, 52401]]
['1', [52416, 52417]]
['1', [52447, 52448]]
['1', [52464, 52465]]
['1', [52597, 52598]]
['1', [52686, 52687]]
['1', [52692, 52693]]
['1', [52761, 52762]]
['1', [52767, 52768]]
['1', [52821, 52822]]
['1', [52829, 52830]]
['1', [52832, 52833]]
['1', [52841, 52842]]
['1', [52843, 52844]]
['1', [52853, 52854]]
['1', [52866, 52867]]
['1', [52876, 52877]]
['1', [52889, 52890]]
['1', [52912, 52913]]
['1', [52932, 52933]]
['1', [53042, 53043]]
['1', [53065, 53066]]
['1', [53138, 53139]]
['1', [53161, 53162]]
['1', [53204, 53205]]
['1', [53230, 53231]]
['1', [53231, 53232]]
['1', [53233, 53234]]
['1', [53254, 53255]]
['1', [53255, 53256]]
['1', [53257, 53258]]
['1', [53304, 53305]]
['1', [53305, 53306]]
['1', [53307, 53308]]
['1', [53423, 53424]]
['1', [53583, 53584]]
['1', [53597, 53598]]
['1', [53599, 53600]]
['1', [53609, 53610]]
['1', [53647, 53648]]
['1', [53672, 53673]]
['1', [53698, 53699]]
['1', [53706, 53707]]
['1', [53731, 53732]]
['1', [53755, 53756]]
['1', [53759, 53760]]
['1', [53795, 53796]]
['1', [53799, 53800]]
['1', [54013, 54014]]
['1', [54070, 54071]]
['1', [54132, 54133]]
['1', [54186, 54187]]
['1', [54221, 54222]]
['1', [54240, 54241]]
['1', [54314, 54315]]
['1', [54333, 54334]]
['1', [54363, 54364]]
['1', [54437, 54438]]
['1', [54455, 54456]]
['1', [54505, 54506]]
['1', [54565, 54566]]
['1', [54645, 54646]]
['1', [54688, 54689]]
['1', [54718, 54719]]
['1', [55016, 55017]]
['1', [55022, 55023]]
['1', [55029, 55030]]
['1', [55035, 55036]]
['1', [55042, 55043]]
['1', [55048, 55049]]
['1', [55055, 55056]]
['1', [55061, 55062]]
['1', [55078, 55079]]
['1', [55079, 55080]]
['1', [55087, 55088]]
['1', [55093, 55094]]
['1', [55110, 55111]]
['1', [55112, 55113]]
['1', [55128, 55129]]
['1', [55131, 55132]]
['1', [55135, 55136]]
['1', [55137, 55138]]
['1', [55144, 55145]]
['1', [55148, 55149]]
['1', [55190, 55191]]
['1', [55202, 55203]]
['1', [55222, 55223]]
['1', [55290, 55291]]
['1', [55296, 55297]]
['1', [55303, 55304]]
['1', [55309, 55310]]
['1', [55316, 55317]]
['1', [55322, 55323]]
['1', [55329, 55330]]
['1', [55335, 55336]]
['1', [55371, 55372]]
['1', [55392, 55393]]
['1', [55420, 55421]]
['1', [55421, 55422]]
['1', [55423, 55424]]
['1', [55424, 55425]]
['1', [55429, 55430]]
['1', [55430, 55431]]
['1', [55432, 55433]]
['1', [55433, 55434]]
['1', [55459, 55460]]
['1', [55461, 55462]]
['1', [55465, 55466]]
['1', [55482, 55483]]
['1', [55494, 55495]]
['1', [55660, 55661]]
['1', [55676, 55677]]
['1', [55707, 55708]]
['1', [55724, 55725]]
['to14', [3604, 3608]]
['xelox', [3502, 3507]]
['xelox', [3827, 3832]]
['xelox', [3947, 3952]]
['xelox', [4307, 4312]]
['prior', [6469, 6474]]
['prior', [6875, 6880]]
['prior', [7201, 7206]]
['prior', [10512, 10517]]
['prior', [16807, 16812]]
['prior', [24217, 24222]]
['prior', [24320, 24325]]
['prior', [24409, 24414]]
['prior', [28735, 28740]]
['prior', [28838, 28843]]
['prior', [28927, 28932]]
['prior', [33641, 33646]]
['prior', [33744, 33749]]
['prior', [33833, 33838]]
['prior', [35233, 35238]]
['prior', [35336, 35341]]
['prior', [35425, 35430]]
['prior', [50592, 50597]]
['prior', [50666, 50671]]
['prior', [50700, 50705]]
['prior', [53852, 53857]]
['prior', [53926, 53931]]
['prior', [53960, 53965]]
['therapy', [1337, 1344]]
['therapy', [6475, 6482]]
['therapy', [6886, 6893]]
['therapy', [6902, 6909]]
['therapy', [7098, 7105]]
['therapy', [7114, 7121]]
['therapy', [7229, 7236]]
['therapy', [8246, 8253]]
['therapy', [8562, 8569]]
['therapy', [9045, 9052]]
['therapy', [10429, 10436]]
['therapy', [10539, 10546]]
['therapy', [10622, 10629]]
['therapy', [10711, 10718]]
['therapy', [14540, 14547]]
['therapy', [14856, 14863]]
['therapy', [15339, 15346]]
['therapy', [16724, 16731]]
['therapy', [16834, 16841]]
['therapy', [16917, 16924]]
['therapy', [17006, 17013]]
['therapy', [23297, 23304]]
['therapy', [23483, 23490]]
['therapy', [23676, 23683]]
['therapy', [24140, 24147]]
['therapy', [24251, 24258]]
['therapy', [27815, 27822]]
['therapy', [28001, 28008]]
['therapy', [28194, 28201]]
['therapy', [28658, 28665]]
['therapy', [28769, 28776]]
['therapy', [32721, 32728]]
['therapy', [32907, 32914]]
['therapy', [33100, 33107]]
['therapy', [33564, 33571]]
['therapy', [33675, 33682]]
['therapy', [34313, 34320]]
['therapy', [34499, 34506]]
['therapy', [34692, 34699]]
['therapy', [35156, 35163]]
['therapy', [35267, 35274]]
['therapy', [41815, 41822]]
['therapy', [43185, 43192]]
['therapy', [43576, 43583]]
['therapy', [44438, 44445]]
['therapy', [46212, 46219]]
['therapy', [47582, 47589]]
['therapy', [47973, 47980]]
['therapy', [48835, 48842]]
['therapy', [50603, 50610]]
['therapy', [50645, 50652]]
['therapy', [50711, 50718]]
['therapy', [53863, 53870]]
['therapy', [53905, 53912]]
['therapy', [53971, 53978]]
['\\;', [6482, 6484]]
['\\;', [6740, 6742]]
['\\;', [6756, 6758]]
['\\;', [6806, 6808]]
['\\;', [9790, 9792]]
['\\;', [9882, 9884]]
['\\;', [16085, 16087]]
['\\;', [16177, 16179]]
['\\;', [22524, 22526]]
['\\;', [23195, 23197]]
['\\;', [23262, 23264]]
['\\;', [27042, 27044]]
['\\;', [27713, 27715]]
['\\;', [27780, 27782]]
['\\;', [31552, 31554]]
['\\;', [31947, 31949]]
['\\;', [32619, 32621]]
['\\;', [32686, 32688]]
['\\;', [34211, 34213]]
['\\;', [34278, 34280]]
['\\;', [52271, 52273]]
['\\;', [52295, 52297]]
['\\;', [52315, 52317]]
['\\;', [52351, 52353]]
['\\;', [55531, 55533]]
['\\;', [55555, 55557]]
['\\;', [55575, 55577]]
['\\;', [55611, 55613]]
['leukocytes', [6484, 6494]]
['platelets', [6543, 6552]]
['platelets', [9128, 9137]]
['platelets', [15422, 15431]]
['\\/alt', [6604, 6609]]
['\\(', [193, 195]]
['\\(', [351, 353]]
['\\(', [1817, 1819]]
['\\(', [2023, 2025]]
['\\(', [2351, 2353]]
['\\(', [2500, 2502]]
['\\(', [3519, 3521]]
['\\(', [3953, 3955]]
['\\(', [4180, 4182]]
['\\(', [4465, 4467]]
['\\(', [4541, 4543]]
['\\(', [5394, 5396]]
['\\(', [6598, 6600]]
['\\(', [6608, 6610]]
['\\(', [7106, 7108]]
['\\(', [8505, 8507]]
['\\(', [9701, 9703]]
['\\(', [10061, 10063]]
['\\(', [10217, 10219]]
['\\(', [11183, 11185]]
['\\(', [11714, 11716]]
['\\(', [11959, 11961]]
['\\(', [12247, 12249]]
['\\(', [12878, 12880]]
['\\(', [13140, 13142]]
['\\(', [13154, 13156]]
['\\(', [14799, 14801]]
['\\(', [15996, 15998]]
['\\(', [16356, 16358]]
['\\(', [16512, 16514]]
['\\(', [17478, 17480]]
['\\(', [18010, 18012]]
['\\(', [18255, 18257]]
['\\(', [18543, 18545]]
['\\(', [19174, 19176]]
['\\(', [19436, 19438]]
['\\(', [19450, 19452]]
['\\(', [20440, 20442]]
['\\(', [20686, 20688]]
['\\(', [20974, 20976]]
['\\(', [21605, 21607]]
['\\(', [21867, 21869]]
['\\(', [21881, 21883]]
['\\(', [22543, 22545]]
['\\(', [22591, 22593]]
['\\(', [22861, 22863]]
['\\(', [22957, 22959]]
['\\(', [22989, 22991]]
['\\(', [23040, 23042]]
['\\(', [23178, 23180]]
['\\(', [23226, 23228]]
['\\(', [23254, 23256]]
['\\(', [23363, 23365]]
['\\(', [24271, 24273]]
['\\(', [24389, 24391]]
['\\(', [24569, 24571]]
['\\(', [24626, 24628]]
['\\(', [24742, 24744]]
['\\(', [24902, 24904]]
['\\(', [25270, 25272]]
['\\(', [25311, 25313]]
['\\(', [25469, 25471]]
['\\(', [25800, 25802]]
['\\(', [25833, 25835]]
['\\(', [26223, 26225]]
['\\(', [26265, 26267]]
['\\(', [26431, 26433]]
['\\(', [26473, 26475]]
['\\(', [26500, 26502]]
['\\(', [26871, 26873]]
['\\(', [27061, 27063]]
['\\(', [27109, 27111]]
['\\(', [27379, 27381]]
['\\(', [27475, 27477]]
['\\(', [27507, 27509]]
['\\(', [27558, 27560]]
['\\(', [27696, 27698]]
['\\(', [27744, 27746]]
['\\(', [27772, 27774]]
['\\(', [27881, 27883]]
['\\(', [28789, 28791]]
['\\(', [28907, 28909]]
['\\(', [29087, 29089]]
['\\(', [29144, 29146]]
['\\(', [29260, 29262]]
['\\(', [29420, 29422]]
['\\(', [29788, 29790]]
['\\(', [29829, 29831]]
['\\(', [29987, 29989]]
['\\(', [30318, 30320]]
['\\(', [30351, 30353]]
['\\(', [30741, 30743]]
['\\(', [30783, 30785]]
['\\(', [30949, 30951]]
['\\(', [30991, 30993]]
['\\(', [31018, 31020]]
['\\(', [31389, 31391]]
['\\(', [31571, 31573]]
['\\(', [31619, 31621]]
['\\(', [31889, 31891]]
['\\(', [31966, 31968]]
['\\(', [32014, 32016]]
['\\(', [32284, 32286]]
['\\(', [32381, 32383]]
['\\(', [32413, 32415]]
['\\(', [32464, 32466]]
['\\(', [32602, 32604]]
['\\(', [32650, 32652]]
['\\(', [32678, 32680]]
['\\(', [32787, 32789]]
['\\(', [33695, 33697]]
['\\(', [33813, 33815]]
['\\(', [33973, 33975]]
['\\(', [34005, 34007]]
['\\(', [34056, 34058]]
['\\(', [34194, 34196]]
['\\(', [34242, 34244]]
['\\(', [34270, 34272]]
['\\(', [34379, 34381]]
['\\(', [35287, 35289]]
['\\(', [35405, 35407]]
['\\(', [35586, 35588]]
['\\(', [35643, 35645]]
['\\(', [35759, 35761]]
['\\(', [35919, 35921]]
['\\(', [36350, 36352]]
['\\(', [36407, 36409]]
['\\(', [36523, 36525]]
['\\(', [36683, 36685]]
['\\(', [37052, 37054]]
['\\(', [37093, 37095]]
['\\(', [37251, 37253]]
['\\(', [37371, 37373]]
['\\(', [37412, 37414]]
['\\(', [37570, 37572]]
['\\(', [37902, 37904]]
['\\(', [37935, 37937]]
['\\(', [38325, 38327]]
['\\(', [38367, 38369]]
['\\(', [38533, 38535]]
['\\(', [38575, 38577]]
['\\(', [38602, 38604]]
['\\(', [38973, 38975]]
['\\(', [39346, 39348]]
['\\(', [39379, 39381]]
['\\(', [39769, 39771]]
['\\(', [39811, 39813]]
['\\(', [39977, 39979]]
['\\(', [40019, 40021]]
['\\(', [40046, 40048]]
['\\(', [40417, 40419]]
['\\(', [40781, 40783]]
['\\(', [40951, 40953]]
['\\(', [45178, 45180]]
['\\(', [45348, 45350]]
['\\(', [49394, 49396]]
['\\(', [49446, 49448]]
['\\(', [49476, 49478]]
['\\(', [49523, 49525]]
['\\(', [49740, 49742]]
['\\(', [49764, 49766]]
['\\(', [49777, 49779]]
['\\(', [49797, 49799]]
['\\(', [49800, 49802]]
['\\(', [49808, 49810]]
['\\(', [49820, 49822]]
['\\(', [49823, 49825]]
['\\(', [49831, 49833]]
['\\(', [49851, 49853]]
['\\(', [49854, 49856]]
['\\(', [49877, 49879]]
['\\(', [49900, 49902]]
['\\(', [49943, 49945]]
['\\(', [49969, 49971]]
['\\(', [49993, 49995]]
['\\(', [50015, 50017]]
['\\(', [50032, 50034]]
['\\(', [50043, 50045]]
['\\(', [50314, 50316]]
['\\(', [50359, 50361]]
['\\(', [50386, 50388]]
['\\(', [50437, 50439]]
['\\(', [50512, 50514]]
['\\(', [51605, 51607]]
['\\(', [51620, 51622]]
['\\(', [51697, 51699]]
['\\(', [51708, 51710]]
['\\(', [51812, 51814]]
['\\(', [51924, 51926]]
['\\(', [52086, 52088]]
['\\(', [52192, 52194]]
['\\(', [52654, 52656]]
['\\(', [52706, 52708]]
['\\(', [52736, 52738]]
['\\(', [52783, 52785]]
['\\(', [53000, 53002]]
['\\(', [53024, 53026]]
['\\(', [53037, 53039]]
['\\(', [53057, 53059]]
['\\(', [53060, 53062]]
['\\(', [53068, 53070]]
['\\(', [53080, 53082]]
['\\(', [53083, 53085]]
['\\(', [53091, 53093]]
['\\(', [53111, 53113]]
['\\(', [53114, 53116]]
['\\(', [53137, 53139]]
['\\(', [53160, 53162]]
['\\(', [53203, 53205]]
['\\(', [53229, 53231]]
['\\(', [53253, 53255]]
['\\(', [53275, 53277]]
['\\(', [53292, 53294]]
['\\(', [53303, 53305]]
['\\(', [53574, 53576]]
['\\(', [53619, 53621]]
['\\(', [53646, 53648]]
['\\(', [53697, 53699]]
['\\(', [53772, 53774]]
['\\(', [54865, 54867]]
['\\(', [54880, 54882]]
['\\(', [54957, 54959]]
['\\(', [54968, 54970]]
['\\(', [55072, 55074]]
['\\(', [55184, 55186]]
['\\(', [55346, 55348]]
['\\(', [55452, 55454]]
['sgpt', [6609, 6613]]
['\\)', [196, 198]]
['\\)', [395, 397]]
['\\)', [1825, 1827]]
['\\)', [2039, 2041]]
['\\)', [2359, 2361]]
['\\)', [2508, 2510]]
['\\)', [3608, 3610]]
['\\)', [3992, 3994]]
['\\)', [4285, 4287]]
['\\)', [4481, 4483]]
['\\)', [4561, 4563]]
['\\)', [5438, 5440]]
['\\)', [6603, 6605]]
['\\)', [6613, 6615]]
['\\)', [7112, 7114]]
['\\)', [8541, 8543]]
['\\)', [10031, 10033]]
['\\)', [10065, 10067]]
['\\)', [10221, 10223]]
['\\)', [11228, 11230]]
['\\)', [11721, 11723]]
['\\)', [11973, 11975]]
['\\)', [12252, 12254]]
['\\)', [12912, 12914]]
['\\)', [13148, 13150]]
['\\)', [13159, 13161]]
['\\)', [14835, 14837]]
['\\)', [16326, 16328]]
